Crops,Crop,Crop Year,District Name,Season,Soil,State Name,Type Of  Watersource,Type Of Crop,Area,ARIYALUR,CAUVERY,CHENGLEPUT,COIMBATORE,Cropduration Max,Cropduration Min,CUDDALORE,DHARMAPURI,DINDIGUL,ERODE,HILLY REGIONS OF SHEVROY,JAWAD HILLS,KANCHEEPURAM,KANYAKUMARI,KARUR,KOLLI HILLS,KRISHNAGIRI,MADURAI,Max Temp,Min Temp,NAGAPATTINAM,NAMAKAL,PERAMBALUR,Production,PUDUKKOTTAI,RAMANATHANPURAM,Relative Humidity Max,Relative Humidity Min,SALEM,SIVAGANGAI,Soil Ph High,Soil Ph Low,TANJORE,THALAVADI HILLS,THE NILGRIS,THENI,THIRUCHIRAPALLI,THIRUNELVELI,THIRUPPUR,THIRUVALLUR,THIRUVANNAMALAI,THOOTHUKUDI,TIRUVARUR,VELLORE,VILLUPURAM,VIRUDHUNAGAR,Water Required Min,Waterrequired Max
cauliflower,Cauliflower,2002,ERODE,Whole Year,LoamySandy,Tamil Nadu,both,colecrops,10,1,1,1,1,100,55,1,1,1,1,1,1,1,1,1,1,1,1,30,5,1,1,1,0,1,1,100,95,1,1,6.8,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380,500
cucumber,Cucumber,2002,ERODE,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,8,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2002,ERODE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1785,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,22534,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,ERODE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,27376,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,3337780,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2002,ERODE,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,3,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,41,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tobacco,Tobacco,2002,ERODE,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,6,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,8,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
tomato,Tomato,2002,ERODE,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,682,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,8930,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2002,KANCHIPURAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,3,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2002,KANCHIPURAM,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,22,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bottle gourd,Bottle Gourd,2002,KANCHIPURAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,6,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,KANCHIPURAM,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,237,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,2388,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2002,KANCHIPURAM,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,77,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
sugarcane,Sugarcane,2002,KANCHIPURAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,5371,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,422030,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2002,KANCHIPURAM,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,47,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,642,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2002,KANCHIPURAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,24,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,296,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
bitter gourd,Bitter Gourd,2002,KANNIYAKUMARI,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,13,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,KANNIYAKUMARI,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,44,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,335,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2002,KANNIYAKUMARI,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,55,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
tomato,Tomato,2002,KANNIYAKUMARI,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,6,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,74,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2002,KARUR,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,14,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2002,KARUR,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,9,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,KARUR,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,93,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,709,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2002,KARUR,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,3,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2002,KARUR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,74,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,626,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,KARUR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,6682,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,488160,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2002,KARUR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,146,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,2095,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2002,KARUR,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,151,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,1149,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
tobacco,Tobacco,2002,KRISHNAGIRI,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,5066,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,8028,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
ash gourd,Ash Gourd,2002,MADURAI,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,2,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2002,MADURAI,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,17,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bottle gourd,Bottle Gourd,2002,MADURAI,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,1,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,MADURAI,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,360,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,2147,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2002,MADURAI,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,35,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2002,MADURAI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,908,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,5429,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,MADURAI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,5639,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,601070,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2002,MADURAI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,63,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,861,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2002,MADURAI,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,376,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,4632,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2002,NAGAPATTINAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,8,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2002,NAGAPATTINAM,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,3,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bottle gourd,Bottle Gourd,2002,NAGAPATTINAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,5,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,NAGAPATTINAM,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,24,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,183,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2002,NAGAPATTINAM,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,3,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2002,NAGAPATTINAM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,30,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,254,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,NAGAPATTINAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,3288,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,301970,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2002,NAGAPATTINAM,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,15,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,205,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tobacco,Tobacco,2002,NAGAPATTINAM,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,228,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,378,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
tomato,Tomato,2002,NAGAPATTINAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,3,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,37,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2002,NAMAKKAL,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,10,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2002,NAMAKKAL,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,15,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,NAMAKKAL,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,490,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,5247,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
Cabbage,Cabbage,2002,NAMAKKAL,Whole Year,LoamySandy,Tamil Nadu,irrigated,colecrops,4,1,1,1,1,180,80,1,1,1,1,1,1,1,1,1,1,1,1,27,7,1,1,1,235,1,1,100,90,1,1,6.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380,500
onion,Onion,2002,NAMAKKAL,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,2048,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,17317,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,NAMAKKAL,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,10661,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1446560,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2002,NAMAKKAL,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,10,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,137,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tobacco,Tobacco,2002,NAMAKKAL,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,7,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,8,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
tomato,Tomato,2002,NAMAKKAL,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,943,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,9694,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2002,PERAMBALUR,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,489,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2002,PERAMBALUR,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,28,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,PERAMBALUR,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,118,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,900,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
onion,Onion,2002,PERAMBALUR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,5063,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,29107,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,PERAMBALUR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,11435,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,888310,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2002,PERAMBALUR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,24,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,328,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2002,PERAMBALUR,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,126,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,1552,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
bitter gourd,Bitter Gourd,2002,PUDUKKOTTAI,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,2,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,PUDUKKOTTAI,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,141,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,1075,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2002,PUDUKKOTTAI,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,12,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2002,PUDUKKOTTAI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,9,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,76,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,PUDUKKOTTAI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,6349,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,583080,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2002,PUDUKKOTTAI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,3,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,41,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2002,PUDUKKOTTAI,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,9,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,111,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
brinjal,Brinjal,2002,RAMANATHAPURAM,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,46,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,351,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2002,RAMANATHAPURAM,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,1,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2002,RAMANATHAPURAM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,44,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,372,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,RAMANATHAPURAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,685,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,62910,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
tomato,Tomato,2002,RAMANATHAPURAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,14,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,172,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2002,SALEM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,16,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2002,SALEM,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,77,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bottle gourd,Bottle Gourd,2002,SALEM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,37,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,SALEM,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,732,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,5728,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
Cabbage,Cabbage,2002,SALEM,Whole Year,LoamySandy,Tamil Nadu,irrigated,colecrops,2,1,1,1,1,180,80,1,1,1,1,1,1,1,1,1,1,1,1,27,7,1,1,1,117,1,1,100,90,1,1,6.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380,500
cucumber,Cucumber,2002,SALEM,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,24,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2002,SALEM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1081,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,8534,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,SALEM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,4986,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,320390,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
